Insured_Period,Building Dimension,Building_Type,Customer Id,Building_Painted,Building_Fenced,Garden,NumberOfWindows,Geo_Code,Settlement,Claim
0.378082192,6486.0,2,H15928,V,N,O,4,83070,R,1
1.0,2400.0,2,H6612,V,N,O,4,83071,R,0
1.0,750.0,2,H16009,V,N,O,2,83081,R,0
0.68852459,310.0,2,H18439,V,N,O,2,83081,R,0
0.579234973,4300.0,2,H19888,V,N,O,4,83086,R,0
1.0,210.0,2,H15088,V,N,O,3,83087,R,0
1.0,1900.0,2,H13275,N,V,V,   .,83090,U,0
1.0,450.0,2,H17001,V,N,O,3,83090,R,0
1.0,3286.0,2,H18938,V,N,O,5,83090,R,0
1.0,160.0,2,H6828,N,V,V,   .,83090,U,0
1.0,300.0,2,H18712,V,N,O,4,83092,R,0
1.0,2850.0,2,H13971,N,V,V,   .,83098,U,1
1.0,2850.0,2,H13972,N,V,V,   .,83098,U,1
0.161643836,2850.0,2,H13973,N,V,V,   .,83098,U,0
1.0,1000.0,2,H15079,N,V,V,   .,83098,U,0
1.0,5880.0,2,H15823,V,N,O,5,83098,R,1
1.0,600.0,2,H4718,V,V,V,   .,83098,U,0
1.0,3364.0,2,H7381,N,V,V,   .,83098,U,0
1.0,1870.0,2,H147,V,N,O,3,83101,R,0
1.0,1186.0,2,H13465,N,V,V,   .,83107,U,0
1.0,950.0,2,H14185,N,V,V,   .,83107,U,0
1.0,2986.0,2,H14266,N,V,V,   .,83107,U,0
1.0,1900.0,2,H16333,V,N,O,2,83107,R,0
1.0,370.0,2,H17185,V,N,O,4,83107,R,0
0.99726776,10310.0,2,H5527,V,N,O,3,83107,R,0
1.0,500.0,2,H13296,N,V,V,   .,83112,U,0
1.0,2085.0,2,H14532,N,V,V,   .,83115,U,0
0.838356164,806.0,2,H14708,N,V,V,   .,83115,U,0
1.0,650.0,2,H16946,V,N,O,3,83115,R,0
1.0,1000.0,2,H17349,V,N,O,2,83115,R,0
1.0,4000.0,2,H17808,V,N,O,3,83115,R,0
1.0,4000.0,2,H17809,V,N,O,3,83115,R,0
1.0,610.0,2,H17849,V,N,O,3,83115,R,0
1.0,1800.0,2,H17998,V,N,O,2,83115,R,0
1.0,1800.0,2,H17999,V,N,O,2,83115,R,0
0.24863388,4374.0,2,H18313,V,N,O,3,83115,R,0
0.99726776,2355.0,2,H19764,V,N,O,2,83115,R,0
1.0,3040.0,2,H5519,N,V,V,   .,83115,U,1
0.997260274,1400.0,2,H6109,V,V,V,   .,83115,U,1
0.994535519,1400.0,2,H6110,V,V,V,   .,83115,U,0
1.0,3700.0,2,H7422,V,V,V,   .,83115,U,0
0.99726776,605.0,2,H12965,N,V,V,   .,83118,U,0
1.0,322.0,2,H13256,N,V,V,   .,83118,U,0
1.0,322.0,2,H13257,N,V,V,   .,83118,U,0
0.915068493,8982.0,2,H13341,N,V,V,   .,83118,U,0
1.0,1180.0,2,H13443,N,V,V,   .,83118,U,0
0.832876712,2550.0,2,H14844,N,V,V,   .,83118,U,0
1.0,9474.0,2,H15036,V,N,O,4,83118,R,0
1.0,977.0,2,H15806,V,N,O,3,83118,R,1
1.0,800.0,2,H16179,V,N,O,3,83118,R,0
1.0,1033.0,2,H1619,V,N,O,4,83118,R,0
1.0,4650.0,2,H16809,V,N,O,1,83118,R,1
1.0,2000.0,2,H17206,V,N,O,3,83118,R,0
1.0,580.0,2,H2150,V,N,O,3,83118,R,0
1.0,891.0,2,H3502,V,V,V,   .,83118,U,0
1.0,210.0,2,H18149,V,N,O,5,83119,R,0
1.0,210.0,2,H18150,V,N,O,5,83119,R,0
1.0,2002.0,2,H19211,V,N,O,3,83119,R,0
0.99726776,950.0,2,H19769,V,N,O,3,83119,R,0
1.0,915.0,2,H2365,V,N,O,2,83119,R,0
1.0,915.0,2,H2366,V,N,O,2,83119,R,1
1.0,600.0,2,H2380,V,N,O,2,83119,R,1
0.0,300.0,2,H2664,V,V,V,   .,83119,U,0
1.0,2100.0,2,H2919,V,V,V,   .,83119,U,0
0.521857923,2100.0,2,H2920,V,V,V,   .,83119,U,1
1.0,850.0,2,H3089,V,V,V,   .,83119,U,0
0.0,220.0,2,H3246,V,V,V,   .,83119,U,0
0.0,1445.0,2,H3385,V,V,V,   .,83119,U,0
1.0,350.0,2,H3811,V,N,O,5,83119,R,1
1.0,272.0,2,H4982,V,N,O,3,83119,R,0
1.0,1250.0,2,H5146,N,V,V,   .,83119,U,1
1.0,1250.0,2,H5147,N,V,V,   .,83119,U,1
1.0,500.0,2,H6927,V,N,O,2,83119,R,0
0.890410959,1152.0,2,H13432,V,N,O,4,83123,R,0
1.0,544.0,2,H13478,N,V,V,   .,83123,U,0
0.99726776,544.0,2,H13479,N,V,V,   .,83123,U,0
1.0,1900.0,2,H13679,V,N,O,2,83123,R,0
1.0,1900.0,2,H13680,V,N,O,2,83123,R,0
0.495890411,760.0,2,H13974,N,V,V,   .,83123,U,0
1.0,1382.0,2,H15260,V,N,O,6,83123,R,1
1.0,1260.0,2,H16734,V,N,O,5,83123,R,0
0.526027397,300.0,2,H171,N,V,V,   .,83123,U,0
1.0,400.0,2,H17814,V,N,O,3,83123,R,0
1.0,460.0,2,H18277,V,N,O,2,83123,R,0
0.99726776,360.0,2,H18364,V,N,O,2,83123,R,0
1.0,1790.0,2,H1526,N,V,V,   .,83126,U,0
1.0,1450.0,2,H1527,N,V,V,   .,83126,U,0
1.0,1450.0,2,H1528,N,V,V,   .,83126,U,1
1.0,1100.0,2,H15909,V,N,O,4,83126,R,0
1.0,1100.0,2,H15910,V,N,O,4,83126,R,0
1.0,1820.0,2,H16482,V,N,O,4,83126,R,1
1.0,2184.0,2,H16622,V,N,O,4,83126,R,0
1.0,9000.0,2,H1668,V,N,O,6,83126,R,1
1.0,1068.0,2,H1674,V,N,O,3,83126,R,0
0.99726776,1068.0,2,H1675,V,N,O,3,83126,R,1
1.0,750.0,2,H17058,V,N,O,2,83126,R,0
1.0,750.0,2,H17059,V,N,O,2,83126,R,0
1.0,345.0,2,H17193,V,N,O,3,83126,R,0
1.0,6489.0,2,H18106,V,N,O,6,83126,R,0
1.0,6489.0,2,H18107,V,N,O,6,83126,R,1
1.0,6160.0,2,H18332,V,N,O,4,83126,R,1
1.0,3369.0,2,H19176,V,N,O,6,83126,R,1
1.0,462.0,2,H4906,V,V,V,   .,83126,U,0
1.0,410.0,2,H7255,N,V,V,   .,83126,U,0
0.915068493,1400.0,2,H13271,N,V,V,   .,83129,U,0
1.0,605.0,2,H14092,N,V,V,   .,83129,U,0
1.0,2400.0,2,H14791,N,V,V,   .,83129,U,0
1.0,800.0,2,H15507,V,N,O,3,83129,R,1
1.0,750.0,2,H15636,V,N,O,3,83129,R,0
1.0,750.0,2,H15637,V,N,O,3,83129,R,0
0.99726776,750.0,2,H15638,V,N,O,3,83129,R,0
1.0,1031.0,2,H16483,V,N,O,3,83129,R,0
1.0,1031.0,2,H16484,V,N,O,3,83129,R,1
1.0,640.0,2,H6069,V,N,O,3,83129,R,0
1.0,320.0,2,H6513,N,V,V,   .,83129,U,1
1.0,1200.0,2,H12621,N,V,V,   .,83130,U,0
0.580821918,2793.0,3,H12868,N,V,V,   .,83137,U,0
0.698630137,140.0,3,H13047,N,V,V,   .,83137,U,0
1.0,4113.0,3,H13676,N,V,V,   .,83137,U,1
1.0,480.0,3,H1461,V,V,V,   .,83137,U,0
1.0,300.0,3,H14725,N,V,V,   .,83137,U,0
0.290410959,3004.0,3,H15375,V,N,O,9,83137,R,0
1.0,350.0,2,H15795,V,N,O,3,83137,R,0
1.0,350.0,2,H15796,V,N,O,3,83137,R,0
1.0,790.0,3,H1606,V,V,V,   .,83137,U,0
1.0,1093.0,2,H16071,V,N,O,3,83137,R,0
0.482191781,360.0,2,H16336,V,N,O,2,83137,R,0
1.0,3000.0,3,H16432,V,N,O,6,83137,R,0
1.0,350.0,3,H16479,V,N,O,2,83137,R,0
1.0,400.0,3,H1660,V,V,V,   .,83137,U,0
1.0,1350.0,2,H16708,V,N,O,4,83137,R,0
1.0,4725.0,2,H17599,V,N,O,5,83137,R,1
0.673972603,4725.0,2,H17600,V,N,O,5,83137,R,0
0.99726776,1988.0,3,H17894,V,N,O,3,83137,R,0
0.99726776,4970.0,2,H17979,V,N,O,7,83137,R,1
1.0,250.0,2,H181,V,N,O,3,83137,R,0
1.0,350.0,3,H18175,V,N,O,5,83137,R,0
1.0,500.0,3,H18239,V,N,O,7,83137,R,0
1.0,332.0,3,H18435,V,N,O,3,83137,R,1
0.61369863,332.0,3,H18436,V,N,O,3,83137,R,0
1.0,792.0,3,H189,V,V,V,   .,83137,U,0
1.0,15860.0,3,H19059,V,N,O,>=10,83137,R,1
1.0,15860.0,3,H19060,V,N,O,>=10,83137,R,1
1.0,321.0,3,H19120,V,N,O,2,83137,R,0
1.0,800.0,3,H19402,V,N,O,4,83137,R,0
0.99726776,800.0,3,H19403,V,N,O,4,83137,R,0
1.0,3500.0,2,H19437,V,N,O,5,83137,R,1
0.161643836,344.0,2,H2595,V,V,V,   .,83137,U,0
1.0,5800.0,3,H2945,V,V,V,   .,83137,U,1
1.0,250.0,3,H3284,V,N,O,6,83137,R,0
1.0,250.0,3,H3285,V,N,O,6,83137,R,0
0.167123288,300.0,2,H3286,V,V,V,   .,83137,U,1
1.0,355.0,3,H3493,V,V,V,   .,83137,U,0
1.0,355.0,3,H3494,V,V,V,   .,83137,U,0
1.0,185.0,3,H3515,V,V,V,   .,83137,U,0
1.0,3200.0,3,H3519,V,N,O,9,83137,R,1
0.494535519,3200.0,3,H3520,V,N,O,9,83137,R,0
0.051912568,1450.0,3,H3745,V,V,V,   .,83137,U,0
0.547945205,800.0,3,H3812,N,V,V,   .,83137,U,1
1.0,7382.0,2,H3816,V,V,V,   .,83137,U,0
0.994535519,17000.0,3,H4264,V,V,V,   .,83137,U,1
1.0,10000.0,3,H5248,N,V,V,   .,83137,U,1
0.997260274,10000.0,3,H5250,N,V,V,   .,83137,U,0
0.038251366,1275.0,3,H5332,N,V,V,   .,83137,U,0
1.0,796.0,3,H5333,V,V,V,   .,83137,U,0
1.0,796.0,3,H5334,V,V,V,   .,83137,U,0
1.0,985.0,3,H5460,V,V,V,   .,83137,U,0
1.0,1800.0,3,H5466,V,N,O,5,83137,R,0
1.0,1800.0,3,H5467,V,N,O,5,83137,R,0
0.465753425,700.0,3,H5508,N,V,V,   .,83137,U,1
1.0,700.0,3,H6155,N,V,V,   .,83137,U,0
1.0,900.0,2,H6206,V,V,V,   .,83137,U,0
1.0,200.0,3,H6471,V,N,O,3,83137,R,0
1.0,5320.0,3,H6647,V,V,V,   .,83137,U,0
1.0,2175.0,3,H6727,N,V,V,   .,83137,U,1
1.0,809.0,3,H6763,V,V,V,   .,83137,U,0
1.0,300.0,3,H6765,V,V,V,   .,83137,U,0
0.99726776,1452.0,3,H6971,N,V,V,   .,83137,U,0
1.0,1876.0,3,H7036,N,V,V,   .,83137,U,0
0.99726776,1876.0,3,H7038,N,V,V,   .,83137,U,0
1.0,420.0,3,H7069,N,V,V,   .,83137,U,0
0.747945205,9000.0,3,H7105,V,V,V,   .,83137,U,0
0.915068493,1000.0,3,H7257,V,N,O,5,83137,R,0
0.052054795,400.0,3,H7281,N,V,V,   .,83137,U,1
1.0,1430.0,2,H7358,V,V,V,   .,83137,U,0
1.0,1430.0,2,H7359,V,V,V,   .,83137,U,0
1.0,3850.0,2,H13177,V,N,O,4,83144,R,1
1.0,200.0,2,H16028,V,N,O,2,83144,R,0
1.0,140.0,2,H17715,V,N,O,4,83144,R,0
1.0,4772.0,2,H16080,V,N,O,3,83152,R,0
1.0,300.0,2,H7215,N,V,V,   .,83152,U,0
1.0,210.0,2,H5275,N,V,V,   .,83153,U,0
1.0,3240.0,2,H6246,V,V,V,   .,83900,U,1
0.99726776,1050.0,2,H3330,N,V,V,   .,83923,U,0
1.0,3050.0,2,H6943,V,V,V,   .,83933,U,0
1.0,2170.0,1,H12694,N,V,V,   .,84007,U,0
0.994535519,2170.0,1,H12696,N,V,V,   .,84007,U,0
1.0,2200.0,1,H12710,N,V,V,   .,84007,U,0
1.0,2200.0,1,H12711,N,V,V,   .,84007,U,1
1.0,2200.0,1,H12712,N,V,V,   .,84007,U,0
1.0,5855.0,1,H12765,N,V,V,   .,84007,U,1
1.0,2504.0,1,H13633,N,V,V,   .,84007,U,0
0.49726776,696.0,1,H14427,N,V,V,   .,84007,U,0
1.0,3600.0,1,H16951,V,N,O,4,84007,R,1
0.603825137,4096.0,1,H18620,V,N,O,6,84007,R,0
0.333333333,1061.0,1,H18817,V,N,O,4,84007,R,0
1.0,1061.0,1,H18818,V,N,O,4,84007,R,0
0.994535519,1061.0,1,H18819,V,N,O,4,84007,R,0
1.0,1450.0,1,H18833,V,N,O,3,84007,R,0
1.0,1650.0,1,H2004,N,V,V,   .,84007,U,0
0.438356164,300.0,1,H3783,N,V,V,   .,84007,U,0
1.0,5300.0,1,H4373,N,V,V,   .,84007,U,0
1.0,700.0,1,H5100,V,N,O,4,84007,R,0
1.0,700.0,1,H5101,V,N,O,4,84007,R,0
1.0,2968.0,1,H5171,N,V,V,   .,84007,U,1
0.8,325.0,1,H5202,N,V,V,   .,84007,U,1
1.0,120.0,1,H5923,V,V,V,   .,84007,U,0
1.0,450.0,1,H5943,V,N,O,5,84007,R,0
1.0,408.0,1,H6764,V,N,O,3,84031,R,0
1.0,710.0,1,H18635,V,N,O,4,84054,R,0
0.792349727,710.0,1,H18636,V,N,O,4,84054,R,0
1.0,10900.0,1,H317,V,N,O,5,84087,R,1
0.328767123,360.0,1,H14147,V,N,O,3,84089,R,0
1.0,1850.0,1,H15695,V,N,O,3,84089,R,0
1.0,2952.0,1,H16305,V,N,O,3,84089,R,0
1.0,450.0,1,H15412,V,N,O,1,84129,R,0
1.0,3000.0,1,H15824,V,N,O,4,84129,R,1
1.0,625.0,1,H16438,V,N,O,3,84129,R,1
1.0,3085.0,1,H2913,V,V,V,   .,84129,U,0
1.0,1900.0,1,H2914,V,V,V,   .,84129,U,0
0.994535519,2432.0,1,H4282,V,V,V,   .,84129,U,0
1.0,1614.0,1,H12901,N,V,V,   .,84137,U,0
1.0,1614.0,1,H12902,N,V,V,   .,84137,U,1
1.0,1196.0,1,H14678,N,V,V,   .,84137,U,0
0.252054795,2280.0,1,H19574,V,N,O,4,84137,R,0
1.0,460.0,1,H2354,V,V,V,   .,85060,U,0
0.081967213,4337.0,1,H4786,N,V,V,   .,85060,U,1
1.0,300.0,1,H5089,V,V,V,   .,85194,U,0
1.0,336.0,1,H5928,N,V,V,   .,85194,U,0
1.0,336.0,1,H5929,N,V,V,   .,85194,U,0
1.0,600.0,1,H13119,N,V,V,   .,86041,U,0
1.0,750.0,1,H15057,N,V,V,   .,86041,U,0
0.997260274,1556.0,1,H15429,V,N,O,4,86041,R,0
1.0,1902.0,1,H15430,V,N,O,4,86041,R,1
1.0,1902.0,1,H15431,V,N,O,4,86041,R,0
0.994535519,1902.0,1,H15432,V,N,O,4,86041,R,0
1.0,700.0,1,H3270,V,V,V,   .,86041,U,0
1.0,600.0,1,H4622,V,V,V,   .,86041,U,0
0.99726776,600.0,1,H4623,V,V,V,   .,86041,U,0
1.0,1800.0,1,H7264,V,V,V,   .,86062,U,1
0.743169399,3050.0,1,H18386,V,N,O,>=10,86066,R,0
0.99726776,4430.0,1,H15176,V,N,O,5,86137,R,0
1.0,250.0,1,H13169,V,N,O,2,86194,R,0
1.0,638.0,1,H13896,V,N,O,2,86194,R,0
1.0,3950.0,1,H15062,V,N,O,4,86194,R,0
1.0,1100.0,1,H15433,V,N,O,4,86194,R,1
1.0,910.0,1,H15491,V,N,O,4,86194,R,0
0.994535519,1181.0,1,H15702,V,N,O,5,86194,R,1
1.0,620.0,1,H15777,V,N,O,4,86194,R,1
1.0,4780.0,1,H16113,V,N,O,4,86194,R,0
0.494535519,11300.0,1,H16289,V,N,O,4,86194,R,1
0.857534247,2250.0,1,H17768,V,N,O,4,86194,R,0
1.0,750.0,1,H17833,V,N,O,4,86194,R,1
1.0,750.0,1,H17834,V,N,O,4,86194,R,1
1.0,1200.0,1,H17954,V,N,O,3,86194,R,0
0.75136612,3850.0,1,H18354,V,N,O,5,86194,R,0
0.104109589,1650.0,1,H18433,V,N,O,4,86194,R,0
0.50273224,11300.0,1,H19909,V,N,O,2,86194,R,1
1.0,400.0,1,H3229,V,V,V,   .,86194,U,0
0.665753425,400.0,1,H3230,V,V,V,   .,86194,U,0
1.0,13777.0,1,H3257,V,V,V,   .,86194,U,1
1.0,2240.0,1,H3665,N,V,V,   .,86194,U,0
0.580821918,518.0,1,H4362,V,V,V,   .,86194,U,0
1.0,165.0,1,H439,V,V,V,   .,86194,U,0
1.0,630.0,1,H441,V,V,V,   .,86194,U,0
1.0,240.0,1,H4415,V,V,V,   .,86194,U,0
1.0,350.0,1,H442,V,V,V,   .,86194,U,0
1.0,370.0,1,H443,V,V,V,   .,86194,U,0
1.0,1300.0,1,H444,V,V,V,   .,86194,U,0
1.0,582.0,1,H446,V,V,V,   .,86194,U,0
0.81369863,582.0,1,H447,V,V,V,   .,86194,U,0
1.0,1945.0,1,H449,V,V,V,   .,86194,U,0
1.0,1200.0,1,H451,V,V,V,   .,86194,U,0
0.747945205,423.0,1,H4676,V,V,V,   .,86194,U,0
1.0,700.0,1,H5162,V,V,V,   .,86194,U,0
0.794520548,700.0,1,H5163,V,V,V,   .,86194,U,1
1.0,650.0,1,H6635,V,N,O,3,86194,R,1
0.99726776,650.0,1,H6636,V,N,O,3,86194,R,0
1.0,510.0,1,H6668,V,V,V,   .,86194,U,0
1.0,510.0,1,H6669,V,V,V,   .,86194,U,1
1.0,1400.0,1,H13582,N,V,V,   .,87085,U,0
1.0,350.0,1,H14183,V,N,O,3,87085,R,0
1.0,350.0,1,H14184,V,N,O,3,87085,R,0
1.0,310.0,1,H14233,N,V,V,   .,87085,U,1
1.0,1210.0,1,H16263,V,N,O,5,87085,R,0
1.0,2150.0,1,H16351,V,N,O,2,87085,R,0
1.0,2612.0,1,H16666,V,N,O,4,87085,R,0
1.0,624.0,1,H17128,V,N,O,4,87085,R,0
1.0,488.0,1,H17555,V,N,O,5,87085,R,0
0.580821918,488.0,1,H17556,V,N,O,5,87085,R,0
0.0,1740.0,1,H2290,V,V,V,   .,87085,U,0
1.0,5250.0,1,H3875,V,V,V,   .,87085,U,1
1.0,366.0,1,H4436,V,V,V,   .,87085,U,0
1.0,500.0,1,H4482,N,V,V,   .,87085,U,0
1.0,500.0,1,H4483,N,V,V,   .,87085,U,0
1.0,1500.0,1,H461,V,V,V,   .,87085,U,0
0.99726776,1500.0,1,H462,V,V,V,   .,87085,U,0
1.0,1702.0,1,H465,V,V,V,   .,87085,U,0
1.0,2140.0,1,H5865,V,V,V,   .,87085,U,0
1.0,1405.0,1,H5949,V,V,V,   .,87085,U,0
0.169863014,1405.0,1,H5950,V,V,V,   .,87085,U,0
1.0,1112.0,1,H6486,N,V,V,   .,87085,U,0
0.994535519,1380.0,1,H6489,V,N,O,8,87085,R,0
1.0,3107.0,1,H6522,V,V,V,   .,87085,U,0
1.0,3120.0,1,H6623,N,V,V,   .,87085,U,1
1.0,1501.0,1,H6762,V,V,V,   .,87085,U,0
0.0,707.0,1,H2166,V,V,V,   .,87106,U,0
0.99726776,650.0,1,H15111,N,V,V,   .,88075,U,0
1.0,650.0,1,H15477,V,N,O,2,88075,R,0
1.0,1075.0,1,H1808,V,N,O,3,88075,R,1
1.0,2406.0,1,H5228,V,V,V,   .,88075,U,0
1.0,2020.0,1,H6933,N,V,V,   .,88075,U,0
1.0,2020.0,1,H6934,N,V,V,   .,88075,U,0
1.0,2880.0,1,H4495,V,V,V,   .,88158,U,0
0.052054795,2880.0,1,H4496,V,V,V,   .,88158,U,0
1.0,1300.0,1,H14945,N,V,V,   .,88160,U,0
1.0,539.0,1,H2346,V,V,V,   .,88160,U,1
1.0,600.0,1,H3944,N,V,V,   .,88160,U,0
1.0,600.0,1,H3945,N,V,V,   .,88160,U,0
1.0,450.0,1,H1296,V,V,V,   .,88196,U,0
1.0,1050.0,1,H1812,V,V,V,   .,88196,U,0
0.832876712,540.0,1,H1819,V,N,O,4,88196,R,0
1.0,2880.0,1,H5524,V,V,V,   .,88196,U,0
1.0,2880.0,1,H5525,V,V,V,   .,88196,U,0
1.0,450.0,1,H6008,N,V,V,   .,88196,U,0
1.0,600.0,1,H6013,V,V,V,   .,88196,U,0
0.084699454,560.0,1,H7407,N,V,V,   .,88196,U,0
1.0,1500.0,1,H4773,V,V,V,   .,88351,U,0
0.989041096,530.0,1,H1280,V,V,V,   .,88383,U,0
0.967213115,530.0,1,H1281,V,V,V,   .,88383,U,0
0.99726776,900.0,1,H1285,V,N,O,3,88383,R,0
1.0,450.0,1,H1287,V,V,V,   .,88383,U,0
1.0,2075.0,1,H1288,V,V,V,   .,88383,U,0
1.0,2250.0,1,H1289,V,V,V,   .,88383,U,0
1.0,2250.0,1,H1290,V,V,V,   .,88383,U,0
1.0,880.0,1,H696,V,N,O,3,88383,R,0
1.0,400.0,1,H7365,N,V,V,   .,88383,U,0
0.052054795,400.0,1,H7366,N,V,V,   .,88383,U,0
1.0,820.0,1,H1830,V,N,O,4,88408,R,0
1.0,1200.0,1,H4061,V,V,V,   .,88413,U,0
0.99726776,878.0,1,H4440,N,V,V,   .,88413,U,0
1.0,1900.0,1,H13962,V,N,O,4,88465,R,0
0.495890411,450.0,1,H2007,N,V,V,   .,88492,U,0
0.989041096,2233.0,1,H2971,V,N,O,5,88516,R,0
1.0,3000.0,1,H1278,V,V,V,   .,88531,U,0
1.0,206.0,1,H6926,V,N,O,2,89024,R,0
0.99726776,380.0,1,H5346,N,V,V,   .,89069,U,0
1.0,7023.0,1,H15821,V,N,O,3,89291,R,0
0.702185792,4601.0,1,H13051,N,V,V,   .,89387,U,0
1.0,2394.0,1,H17805,V,N,O,4,89387,R,0
1.0,360.0,2,H15044,N,V,V,   .,90008,U,0
1.0,360.0,2,H15045,N,V,V,   .,90008,U,0
1.0,690.0,2,H1321,V,V,V,   .,90010,U,0
0.161643836,730.0,2,H13879,N,V,V,   .,90010,U,0
1.0,800.0,2,H14933,N,V,V,   .,90010,U,0
1.0,800.0,2,H14934,N,V,V,   .,90010,U,0
1.0,1020.0,2,H14975,N,V,V,   .,90010,U,1
1.0,8436.0,2,H19101,V,N,O,4,90010,R,0
1.0,8436.0,2,H19102,V,N,O,4,90010,R,1
1.0,1303.0,2,H3923,V,V,V,   .,90010,U,0
1.0,650.0,2,H5148,V,V,V,   .,90010,U,0
1.0,895.0,2,H5382,V,V,V,   .,90010,U,0
0.997260274,895.0,2,H5384,V,V,V,   .,90010,U,1
1.0,1600.0,2,H6009,V,N,O,5,90010,R,0
1.0,882.0,2,H6709,N,V,V,   .,90010,U,0
0.901369863,700.0,2,H4079,N,V,V,   .,90032,U,0
1.0,850.0,2,H3731,V,V,V,   .,90039,U,0
1.0,850.0,2,H3732,V,V,V,   .,90039,U,0
1.0,690.0,2,H19901,V,N,O,3,90041,R,0
0.99726776,2770.0,2,H18645,V,N,O,3,90075,R,0
0.915068493,478.0,2,H4805,V,V,V,   .,90075,U,0
1.0,1460.0,2,H17280,V,N,O,5,90089,R,0
1.0,792.0,2,H1811,N,V,V,   .,90093,U,0
1.0,723.0,2,H6895,V,N,O,2,90104,R,0
0.0,900.0,1,H2610,V,V,V,   .,91016,U,0
0.0,900.0,1,H2611,V,V,V,   .,91016,U,1
0.0,1000.0,1,H2701,V,V,V,   .,91016,U,0
1.0,250.0,1,H16887,V,N,O,2,91027,R,0
1.0,612.0,1,H4526,V,N,O,4,91027,R,0
1.0,3887.0,1,H17475,V,N,O,3,91044,R,0
0.808219178,250.0,1,H14694,N,V,V,   .,91045,U,0
0.99726776,1330.0,1,H1292,N,V,V,   .,91064,U,0
1.0,320.0,1,H6512,N,V,V,   .,91064,U,0
0.663934426,3450.0,1,H16430,V,N,O,2,91097,R,0
1.0,4350.0,1,H13662,N,V,V,   .,91161,U,0
0.747945205,300.0,1,H15615,V,N,O,3,91161,R,0
1.0,4536.0,1,H15754,V,N,O,5,91161,R,0
1.0,1024.0,1,H17312,V,N,O,6,91161,R,0
1.0,1024.0,1,H17313,V,N,O,6,91161,R,0
1.0,250.0,1,H12998,N,V,V,   .,91174,U,0
1.0,250.0,1,H12999,N,V,V,   .,91174,U,0
1.0,634.0,1,H13002,N,V,V,   .,91174,U,0
1.0,634.0,1,H13003,N,V,V,   .,91174,U,0
1.0,160.0,1,H14014,N,V,V,   .,91174,U,0
1.0,651.0,1,H14586,N,V,V,   .,91174,U,0
1.0,651.0,1,H14587,N,V,V,   .,91174,U,0
0.693150685,81.0,1,H14661,N,V,V,   .,91174,U,0
1.0,250.0,1,H15721,V,N,O,3,91174,R,0
1.0,250.0,1,H15722,V,N,O,3,91174,R,1
0.0,2750.0,1,H16144,V,N,O,4,91174,R,0
1.0,200.0,1,H17178,V,N,O,2,91174,R,0
1.0,3349.0,1,H18612,V,N,O,4,91174,R,0
1.0,3349.0,1,H18613,V,N,O,4,91174,R,1
0.469945355,3349.0,1,H18614,V,N,O,4,91174,R,0
1.0,494.0,1,H3274,V,V,V,   .,91174,U,0
1.0,447.0,1,H3711,V,V,V,   .,91174,U,0
1.0,561.0,1,H3791,N,V,V,   .,91174,U,0
0.99726776,872.0,1,H3871,V,N,O,3,91174,R,0
1.0,380.0,1,H3873,V,V,V,   .,91174,U,0
1.0,1190.0,1,H3887,V,V,V,   .,91174,U,1
1.0,629.0,1,H3906,N,V,V,   .,91174,U,1
1.0,629.0,1,H3907,N,V,V,   .,91174,U,1
1.0,330.0,1,H3921,V,V,V,   .,91174,U,0
1.0,330.0,1,H3922,V,V,V,   .,91174,U,0
1.0,561.0,1,H3967,V,V,V,   .,91174,U,0
1.0,400.0,1,H3971,V,V,V,   .,91174,U,0
1.0,3100.0,1,H4026,V,V,V,   .,91174,U,0
1.0,1550.0,1,H4067,V,V,V,   .,91174,U,0
1.0,1300.0,1,H4126,V,V,V,   .,91174,U,1
0.0,320.0,1,H4127,N,V,V,   .,91174,U,0
1.0,650.0,1,H4155,V,V,V,   .,91174,U,0
1.0,800.0,1,H4156,V,V,V,   .,91174,U,0
1.0,800.0,1,H4157,V,V,V,   .,91174,U,0
1.0,462.0,1,H4279,V,V,V,   .,91174,U,0
1.0,300.0,1,H4292,V,N,O,3,91174,R,0
1.0,700.0,1,H4312,V,V,V,   .,91174,U,0
1.0,500.0,1,H4331,V,N,O,4,91174,R,0
1.0,1400.0,1,H4499,V,V,V,   .,91174,U,0
0.99726776,1400.0,1,H4500,V,V,V,   .,91174,U,0
0.99726776,528.0,1,H4725,V,V,V,   .,91174,U,0
0.057534247,523.0,1,H4867,V,N,O,2,91174,R,0
1.0,2275.0,1,H4973,V,V,V,   .,91174,U,1
0.808219178,434.0,1,H5205,V,V,V,   .,91174,U,1
1.0,360.0,1,H5397,V,V,V,   .,91174,U,0
1.0,770.0,1,H5542,V,V,V,   .,91174,U,1
0.964383562,210.0,1,H6217,V,V,V,   .,91174,U,0
1.0,210.0,1,H6218,V,V,V,   .,91174,U,0
0.890710383,940.0,1,H19849,V,N,O,3,91182,R,0
1.0,1309.0,1,H16986,V,N,O,4,91201,R,1
1.0,1309.0,1,H16987,V,N,O,4,91201,R,0
0.0,7550.0,1,H7412,N,V,V,   .,91215,U,0
0.759562842,380.0,1,H18580,V,N,O,4,91223,R,0
1.0,250.0,1,H2139,V,V,V,   .,91223,U,0
0.0,754.0,1,H2396,V,V,V,   .,91223,U,0
0.0,600.0,1,H5632,V,V,V,   .,91223,U,0
0.161643836,360.0,1,H615,V,N,O,3,91223,R,0
